	mgm4472160.3	mgm4472167.3	mgm4472253.3	mgm4472255.3	mgm4472304.3	mgm4472305.3	mgm4472312.3	mgm4472337.3	mgm4472353.3	mgm4472361.3	mgm4472397.3	mgm4472419.3	mgm4472428.3	mgm4472444.3	mgm4472462.3	mgm4472464.3	mgm4472467.3	mgm4472473.3	mgm4472484.3	mgm4472495.3	mgm4472580.3	mgm4472586.3	mgm4472682.3	mgm4472751.3	mgm4472934.3	mgm4473326.3	mgm4473472.3	mgm4473666.3	mgm4478487.3	mgm4478571.3	median	mean	sd	F_stat	p	bonferroni_p	BH_p
CBSS-306254.1.peg.1508	15238	12335	12561	11792	9265	13610	19202	0	13690	0	18516	23323	31488	8837	14736	0	0	0	12421	11971	0	0	0	13814	0	0	10479	13289	13407	10863	11881.5	9694.56666666667	8168.39673072842	19.6297362137554	0.00013126209825143	0.099496670474584	0.000379758284254137
tRNA_modification_yeast_mitochondrial	133655	0	0	105136	126113	0	61893	0	106198	0	49421	0	142983	0	94025	0	0	0	146772	108790	0	0	0	83340	0	0	76073	53893	113409	74398	24710.5	49203.3	54595.6539000035	19.3145526776024	0.000144644345007047	0.109640413515341	0.000416883701579245
Glutamate-mediated_methylamine_utilization_pathway	25110	31910	30696	32089	26275	32321	19768	0	34158	0	22861	42565	42348	17838	36896	0	29961	36693	33227	35430	22569	0	0	25132	0	0	18463	18638	22212	18220	23985.5	21846	13971.6972064093	19.0793328189252	0.000155585184810336	0.117933570086235	0.000446718068508466
YeiH	2425	3153	2686	0	2061	3007	0	0	0	0	0	0	0	0	4244	0	0	0	3753	4923	0	0	0	0	0	0	2469	0	2162	2437	0	1110.66666666667	1579.61840292223	18.953462611757	0.000161802492083104	0.122646288998993	0.000462816184901861
COG0523	90585	100107	0	76277	117502	0	44854	0	0	0	40330	55492	113626	37032	50495	0	0	0	113137	61160	0	0	0	76575	0	0	0	32071	78234	51936	34551.5	37980.4333333333	41678.9875172241	18.8803559677567	0.000165535783619282	0.125476123983416	0.000471714751817352
Trehalose_Uptake_and_Utilization	12946	11562	12096	10299	8859	13148	20132	0	13082	0	7911	19248	25432	8711	8792	0	6511	0	10963	8285	0	0	0	20684	0	0	11281	6813	14307	8794	8793	8661.86666666667	7139.98045362597	18.8293923631551	0.000168193046154955	0.127490328985456	0.000477491868859385
Omega_peptidases_(EC_3.4.19.-)	8221	0	4376	0	6775	6470	0	0	5241	0	0	0	0	0	0	0	2054	0	7715	0	0	0	0	0	0	0	3276	0	6155	3392	0	1789.16666666667	2814.93742299936	18.7002964710054	0.000175131594372078	0.132749748534035	0.000495334882589683
Ethylmalonyl-CoA_pathway_of_C2_assimilation	0	67	2	40	52	69	25	0	27	4	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	41	0	0	12	21.4781364374935	18.6390671788135	0.000178529556932278	0.135325404154667	0.000503068416931848
DNA_topoisomerases,_Type_II,_ATP-dependent	133313	131917	117560	123857	119335	144597	121691	75413	121755	65443	127873	192785	229855	81715	119191	82590	70531	92416	137998	124848	53249	0	0	103342	52434	65413	95208	101728	114265	93582	108803.5	103130.133333333	46972.0111898883	18.3649534563799	0.000194635018493752	0.147533344018264	0.000544403483462227
Resistance_to_fluoroquinolones	133313	131917	117560	123857	119335	144597	121691	75413	121755	65443	127873	192785	229855	81715	119191	82590	70531	92416	137998	124848	53249	0	0	103342	52434	65413	95208	101728	114265	93582	108803.5	103130.133333333	46972.0111898883	18.3649534563799	0.000194635018493752	0.147533344018264	0.000544403483462227
UDP-N-acetylmuramate_from_Fructose-6-phosphate_Biosynthesis	0	123458	118260	113441	119633	135641	91730	0	0	0	57862	108311	158140	0	89539	0	0	0	137255	0	0	0	0	77210	0	0	68789	76943	102213	68375	63118.5	54893.3333333333	56171.7310657197	18.258466749957	0.000201307144886541	0.152590815823998	0.000560995646411758
Streptococcus_agalactiae_hemolysin_operon	1252	44	0	152	915	898	0	0	131	0	0	0	95	0	166	0	2	0	1310	462	0	0	0	36	0	0	0	79	878	0	0	214	399.30992198179	18.2412951208675	0.000202405904995226	0.153423675986381	0.000561991487129602
Urea_decomposition	4249	5311	8224	6263	2692	2124	861	0	4013	0	1271	7334	9021	6301	5227	5	0	3	5916	4125	0	0	0	9211	0	0	2694	0	3469	3138	2693	3048.4	3066.7458053257	18.2284548436258	0.000203231729224572	0.154049650752226	0.00056222500274535
Translation_elongation_factors_eukaryotic_and_archaeal	10257	9166	8666	9410	9397	10578	10360	5151	9812	4877	11081	16181	18470	6485	9601	0	4821	6267	10340	10008	3976	4957	0	8618	3834	0	8379	9171	8669	8096	8667.5	7887.6	4129.39847502239	18.2011434966113	0.000205000338129976	0.155390256302522	0.000565055477463717
Pterin_biosynthesis	8634	15865	7661	13215	13125	8181	7749	0	0	0	8624	12405	14728	4675	9101	0	4998	0	16266	0	4838	0	0	6406	0	0	7170	7615	7376	7094	7132	6190.86666666667	5340.14141446056	18.0274899996133	0.000216640174469174	0.164213252247634	0.000594975551621862
Sucrose_utilization_Shewanella	3552	2306	2502	2215	10194	3279	2364	0	2264	0	0	1948	4338	1801	2009	0	0	0	0	2783	0	0	0	3758	0	0	0	1573	3279	0	1687	1672.16666666667	2162.26613378958	17.6395692382335	0.000245291005145291	0.185930581900131	0.000671229537545598
TCA_Cycle	160488	160269	158910	138703	131951	171516	234644	0	169783	0	146897	242147	424433	95441	215317	0	0	0	128637	129689	0	0	0	183133	0	0	107787	143038	144985	106350	130820	113137.266666667	99963.107061084	17.5727707264018	0.000250623460289103	0.18997258289914	0.000683354614745107
Urease_subunits	4249	5057	7921	5894	2634	2055	861	0	4013	0	1271	7334	9021	5974	5227	0	0	0	5554	4125	0	0	0	9211	0	0	2694	0	3469	3138	2664	2990.06666666667	3008.81225200512	17.5406802541707	0.000253229435061349	0.191947911776503	0.000687985346869186
Oxidative_stress	50546	0	56496	47686	54457	63840	38002	0	0	0	22439	32879	79730	0	33688	0	0	0	50182	0	0	0	0	0	0	0	28355	27671	46692	27859	11219.5	22017.4	24971.3061810192	17.0390276341174	0.000297991841773896	0.225877816064613	0.000806706485945048
tRNA_aminoacylation,_Lys	29871	27704	24824	27075	26298	30424	27602	16840	27440	15419	28745	42472	49377	18796	26163	17390	16023	20682	30442	28850	11469	14134	13801	19868	11494	14160	22326	25092	24739	22029	24781.5	23718.3	8534.19890246862	16.9690400482977	0.000304885275022369	0.231103038466956	0.000822430741875288
Maltose_utilization_cluster	0	0	0	32185	43498	44033	8060	0	25166	0	11257	13176	19810	23795	10856	0	18459	0	39282	32974	12550	0	0	0	0	0	0	8790	31638	19370	9823	13163.3	14769.2735309166	16.7880361276211	0.000323521724487824	0.245229467161771	0.000869608039580747
Pterin_metabolism	10121	9506	8713	8280	7684	9444	7749	0	0	4923	8624	12405	18294	5642	9101	0	4998	0	9574	9437	4638	0	0	8038	0	0	7170	7615	8856	7094	7649.5	6263.53333333333	4550.07279012131	16.7616453010294	0.000326339824982715	0.247365587336898	0.000874083347480205
Transport_of_Manganese	0	0	0	26945	34772	35947	4944	0	23688	0	7098	9775	12085	0	8095	0	0	0	39457	20000	0	0	0	14113	0	0	16607	6168	0	16460	2472	9205.13333333333	12274.3779636853	16.7371448044692	0.000328979725434179	0.249366631879108	0.000878051520701083
Listeria_Pathogenicity_Island_LIPI-1_extended	0	0	0	0	0	0	0	3093	0	891	0	0	0	0	0	3149	265	2545	0	0	3214	684	3353	0	7106	0	0	0	0	0	0	810	1657.54781488218	16.4836170569384	0.000357687311678271	0.271126982252129	0.000951322744744313
Lacto-N-Biose_I_and_Galacto-N-Biose_Metabolic_Pathway	20831	0	18969	0	21177	22817	340	0	0	0	0	0	0	0	0	0	0	0	24261	0	0	0	0	0	0	0	0	466	17034	0	0	4196.5	8537.14400580558	16.4554668908807	0.000361037416151833	0.273666361443089	0.000956875389661151
One-carbon_metabolism_by_tetrahydropterines	0	0	0	48382	54520	62913	0	0	50291	0	23230	0	0	0	0	0	0	0	62557	0	0	0	0	0	0	0	0	0	52730	0	0	11820.7666666667	22622.8652148636	16.4421443830793	0.000362634664922553	0.274877076011295	0.000957759846729251
Phosphorylcholine_incorporation_in_LPS	7274	6795	3267	2761	4134	4292	785	2372	3368	2460	1190	3178	2297	4404	1585	0	1948	2448	2889	3650	0	1759	2486	4697	2385	0	5986	1727	5612	6000	2623.5	3058.3	1942.46235751039	15.9540495918158	0.000426732100711933	0.323462932339645	0.00112313518173488
CBSS-316057.3.peg.563	0	7721	7199	5394	5318	7916	5542	0	0	0	4844	5324	13394	3833	7295	0	0	0	5617	5459	0	0	0	6982	0	0	1610	3613	6351	1573	3723	3499.5	3535.38843156858	15.6433791474982	0.000473815788416649	0.35915236761982	0.00124274175646996
Translation_elongation_factors_bacterial	141812	128287	117941	133128	136437	148866	143519	84666	143195	73553	129646	201930	247273	88879	127684	89008	75095	100747	147561	143083	59556	77065	75328	104126	56586	74812	104059	113112	117256	115935	116595.5	116671.5	41018.9322073483	15.6201862732607	0.000477548578179944	0.361981822260398	0.00124821318020827
PROSC	0	0	214557	204801	212431	237385	159653	0	0	0	73699	0	0	0	121297	0	0	0	216077	0	0	0	0	0	0	0	112089	0	195748	0	0	58257.9	89219.086220904	15.4398106311854	0.000507683199378246	0.38482386512871	0.00132241878051103
Disulphide_related_cluster	0	730	0	0	0	0	0	0	0	6227	0	0	0	0	0	9485	7009	0	0	0	0	6529	8636	0	11084	0	1287	2005	0	1241	0	1807.76666666667	3361.23434514592	15.4196952534056	0.00051116864067413	0.387465829630991	0.00132693777270887
Capsular_heptose_biosynthesis	20534	21989	21617	18889	19139	23188	10441	0	19464	0	9797	12567	37037	12846	10391	18663	17108	0	22175	21070	15999	14955	0	11526	15420	0	7906	8742	17870	7778	15187.5	13903.7	8642.37081596767	15.3258423772225	0.000527774854683836	0.400053339850348	0.00136536976058139
L-Arabinose_utilization	1264	998	956	0	899	1261	0	55860	765	0	0	0	0	0	0	0	60260	61360	1023	57	59125	37985	0	1985	46708	0	1059	0	950	1014	924.5	11117.6333333333	21927.3094949769	15.1825696414472	0.000554255980945011	0.420126033556318	0.00142900011413714
Ribosome_LSU_chloroplast	34	48	47	0	0	40	12	0	133	7	0	0	4	0	54	2	0	5	52	75	0	7	4	0	0	11	0	18	40	38	6	21.0333333333333	30.355915555216	15.1300889317146	0.00056431115184532	0.427747853098753	0.00144999272236865
Programmed_frameshift	16736	17759	16063	16615	15306	18481	16989	10017	15845	8316	17749	26311	30504	11001	16405	10146	9053	11863	17528	16720	7064	9010	8367	14862	7272	8655	11376	13594	14670	11504	14766	14192.7	5328.68350274379	15.1001278736692	0.000570139575488802	0.432165798220512	0.00146001958858281
Lactose_and_Galactose_Uptake_and_Utilization	148254	107923	99490	88948	148201	119187	41889	0	76800	0	43623	83407	114135	62318	57277	0	249545	0	124421	97097	0	0	0	0	0	0	104183	56689	120292	102335	69559	68200.4666666667	61856.8097785653	15.0634605067104	0.000577360979929473	0.43763962278654	0.00147111448514749
DNA_repair,_UvrABC_system	127794	117900	105818	117132	103091	131320	124549	74473	118615	0	99661	154609	227849	76778	119117	85654	71665	95321	131075	121633	56180	68679	0	94680	57379	67717	99202	82975	110236	97393	99431.5	97949.8333333333	42658.359546262	15.0584584462324	0.00057835371579677	0.438392116573952	0.00147111448514749
Methylcitrate_cycle	16897	11802	10939	9451	6062	14134	19779	0	19686	0	12203	11822	33124	9392	10772	0	0	0	3141	9601	53	0	0	16515	0	0	607	7692	17082	598	8542	8045.06666666667	8354.12331781112	14.9659019273112	0.000597058665826736	0.452570468696666	0.00151361360768116
Sucrose-specific_PTS	0	43137	38550	38404	41771	0	4738	0	0	0	0	0	0	0	0	0	8623	0	49112	0	0	0	0	0	0	0	22898	0	35791	22491	0	10183.8333333333	16892.3830704507	14.5958527833932	0.000678619777928889	0.514393791670098	0.00171464597223366
CBSS-350688.3.peg.1509	0	216350	197768	207356	201868	0	155895	0	0	0	0	0	0	0	164361	0	0	0	242237	0	0	0	0	0	0	0	0	133564	197832	0	0	57241.0333333333	90657.373819378	14.0959992852819	0.000808405048764174	0.612771026963244	0.00203578414273503
Putative_TldE-TldD_proteolytic_complex	0	0	17491	12613	13929	18693	0	0	0	0	4844	5324	0	0	7295	0	109	0	14060	0	0	0	0	16413	0	0	1610	0	14421	0	0	4226.73333333333	6578.89946741086	13.8275681129109	0.000888944520299147	0.673819946386754	0.00223119187545283
Biotin_biosynthesis_Experimental	26007	23250	21753	0	21895	25846	21054	0	0	0	13614	0	41314	0	25617	0	0	0	25888	0	0	0	0	16654	0	0	16201	17231	23437	9311	4655.5	10969.0666666667	12265.0533854169	13.4063921736121	0.00103326776816797	0.783216968271319	0.00258487448274363
Autoinducer_2_(AI-2)_transport_and_processing_(lsrACDBFGE_operon)	6656	6236	6224	5817	5790	6770	5002	2762	5698	1783	9282	6682	14430	4025	4125	2092	3141	3395	6423	5913	1398	2251	2172	10040	2854	0	3781	4905	5794	3686	4953.5	4970.9	2892.03914875491	13.2487422498273	0.00109362624395641	0.828968692918961	0.00272687070039132
Type_I_Restriction-Modification	30995	47660	20567	21760	21100	23229	0	0	0	0	0	0	0	0	60361	0	0	0	24019	0	0	0	0	0	0	0	17896	0	25758	17519	0	10362.1333333333	15977.6420959767	12.724245454342	0.00132342837090953	1	0.00328904493491615
HPr_kinase_and_hprK_operon_in_Gram-positive_organisms	0	19132	0	18041	18319	0	3476	0	0	0	0	4741	0	0	3149	0	0	0	21461	0	0	0	0	0	0	0	0	0	18625	2545	0	3649.63333333333	7158.11618197921	12.4268187793942	0.00147649544742908	1	0.00365746257892564
CBSS-261594.1.peg.788	0	13837	13087	12397	12050	13669	467	0	0	0	741	663	1195	0	560	0	0	0	0	0	0	0	0	0	0	0	0	379	0	0	0	2301.5	4887.16385386072	12.3089397766963	0.00154235756868188	1	0.00380816624449793
RNA_polymerase_bacterial	160241	146780	139778	143691	154321	170029	164056	95073	155013	79227	166882	249707	297389	100361	150113	100689	82350	112994	159844	156752	67857	86519	84856	126355	64164	82338	127881	144800	135168	126162	137473	134379.666666667	50300.0426779372	12.1062138040783	0.00166316229378834	1	0.00409310720354403
Regulation_of_Oxidative_Stress_Response	0	0	47928	43439	44754	51269	0	3797	0	0	0	0	0	0	50732	0	0	4421	44573	0	0	3839	0	0	0	0	0	0	41381	0	0	11204.4333333333	19801.4860791729	12.0114853478621	0.00172307967609214	1	0.00422684270057555
Mannitol_Utilization	0	27928	0	26408	34978	29831	3476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25557	0	0	4939.26666666667	11023.5748345686	11.8339425759726	0.00184175218833449	1	0.00450338115728241
Glycine_cleavage_system	0	46570	0	36308	38308	0	0	0	0	0	0	0	0	0	0	0	0	0	42965	0	0	0	0	0	0	0	0	0	48492	0	0	7088.1	16236.1549175566	11.7579572687105	0.00189521389241543	1	0.00461920299180352
Ketoisovalerate_oxidoreductase	0	0	3004	3222	0	3841	0	0	0	0	0	0	0	0	0	0	0	0	4470	0	0	0	0	0	0	0	0	0	3062	0	0	586.633333333333	1354.31831645993	11.5002144244645	0.00208941480672639	1	0.00507620648557245
Cluster_with_second_YidC_in_Bacilli	0	2358	0	0	2173	2005	0	0	0	0	0	0	0	0	0	0	0	0	2937	0	0	0	0	0	0	0	0	0	1896	0	0	378.966666666667	875.22274931559	11.4880020653825	0.00209913485904254	1	0.00508352786950237
tRNA_modification_Archaea	0	0	0	124314	161962	176188	99943	0	0	0	84770	140655	209714	76376	113490	0	0	0	168995	134889	0	0	0	0	0	0	84688	87585	143017	82554	38188	62971.3333333333	70045.4025901985	11.4697361648727	0.00211376434764098	1	0.0051026540621397
Murein_hydrolase_regulation_and_cell_death	0	7193	6663	5359	9659	5977	0	0	0	0	2798	0	7492	2975	0	0	0	0	0	0	0	0	0	4481	0	0	5245	0	4248	0	0	2069.66666666667	3016.12498978789	11.4220419998884	0.00215248541650376	1	0.00517963157368207
NiFe_hydrogenase_maturation	0	9577	10556	0	9646	9313	0	3	0	0	0	0	0	0	0	0	529	0	11045	0	0	11	0	0	0	0	5399	0	0	0	0	1869.3	3848.50204759525	11.2330941293451	0.00231359049435322	1	0.00553877394702262
Streptothricin_resistance	0	0	0	0	0	0	0	507	0	820	0	0	0	0	0	0	0	590	0	0	0	618	477	0	0	0	0	0	0	0	0	100.4	233.754749168056	11.229985764684	0.00231634741583927	1	0.00553877394702262
Maltose_and_Maltodextrin_Utilization	0	0	0	95692	122383	135722	79031	0	0	0	74944	108497	149299	0	60871	0	0	0	130549	99310	0	0	0	0	0	0	0	64704	109626	76507	0	43571.1666666667	53881.8948180014	11.1846395355999	0.00235697298308344	1	0.00561819346282154
Methylglyoxal_Metabolism	0	14808	0	14489	14492	16549	9484	0	0	0	0	0	21315	10556	11627	0	0	0	16168	17179	0	0	0	11141	0	0	0	9190	0	0	0	5566.6	7285.97229258222	11.1641550432824	0.00237557695110791	1	0.00564478786501503
CBSS-316407.3.peg.1371	8250	0	0	4988	0	0	0	0	0	0	0	0	0	3892	0	0	0	0	5858	5350	0	0	0	0	0	0	0	0	6715	0	0	1168.43333333333	2457.66291680606	10.7367666185355	0.00280227551553161	1	0.00663789012741551
Ribosome_SSU_chloroplast	15	0	13	0	5	8	8	0	41	5	6	15	11	11	14	0	3	0	6	22	0	0	0	5	0	8	0	2	19	8	5.5	7.5	8.92787189377873	10.6850363109291	0.00285930289359709	1	0.00675187412257506
Capsular_surface_virulence_antigen_loci	2	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	80	51	0	0	0	34	0	0	62	0	0	0	0	0	0	9.63333333333333	22.6068090647918	10.5685868432099	0.00299232367859013	1	0.00704404145456931
CBSS-235.1.peg.567	0	0	122970	123205	142223	0	0	0	0	0	0	0	0	0	113232	0	0	0	146386	0	0	0	0	0	0	0	0	0	127107	0	0	25837.4333333333	52819.7396765206	10.3950861075568	0.00320309152773308	1	0.00751685256353459
Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate)	0	72392	72801	61507	0	72210	27634	0	0	0	23383	31481	63941	0	27022	0	0	0	0	0	0	0	0	0	0	0	0	16944	59303	0	0	17620.6	27004.1229286349	10.3800020989953	0.00322216044736029	1	0.00753826425647869
DNA_repair,_bacterial	133412	153581	147299	127290	0	0	61895	0	0	0	43723	71843	133489	72376	47982	0	0	0	0	132335	0	0	0	0	0	0	0	51326	0	0	0	39218.3666666667	55570.4293763132	10.2954953712114	0.00333129005952225	1	0.00776959343113188
Methylthiotransferases	0	34831	34084	34432	0	40945	39085	0	0	0	32718	0	0	0	41930	0	0	0	39031	0	0	0	0	26764	0	0	0	0	32010	0	0	11861	17257.7559195659	10.2736389587997	0.00336016147228875	1	0.00781289078526035
Translation_initiation_factors_bacterial	0	72752	66808	64614	67572	0	55487	0	0	0	57598	82926	99823	34645	49720	0	0	0	78375	0	0	0	0	53189	0	0	41828	46516	67376	41528	38086.5	32691.9	33473.3404619155	10.2625254312743	0.00337494575620739	1	0.00782326875597921
Hemin_transport_system	13726	0	0	8592	11961	12071	6494	0	9067	0	8193	0	17062	6498	6279	0	0	0	0	0	0	0	0	0	0	0	5688	0	10019	0	0	3855	5259.38412547613	10.193558993703	0.00346828052847078	1	0.00801511170908796
DNA_repair,_bacterial_RecFOR_pathway	0	0	0	87856	104934	0	38348	0	0	0	19910	60666	88881	49964	17848	0	0	0	118601	88110	0	0	0	0	0	0	0	0	98869	0	0	25799.5666666667	40098.1836674236	10.1644982378172	0.00350844303504764	1	0.00808328212938028
Streptococcus_pyogenes_recombinatorial_zone	3285	0	0	4572	0	3043	2339	0	0	0	0	0	0	2385	0	0	0	0	0	2817	0	0	0	0	0	0	0	1149	2601	0	0	739.7	1335.45307176874	9.70656514688431	0.00421253431404253	1	0.00965537784422224
Flagellar_motility	180	162	1151	373	42	61	59	0	264	0	0	25	0	158	88	0	0	0	77	222	0	0	0	3	0	0	30	76	143	19	27.5	104.433333333333	218.938455111104	9.70436466302058	0.00421626657841367	1	0.00965537784422224
Teichuronic_acid_biosynthesis	8377	7102	7444	8043	5571	7303	0	18383	10517	20775	0	0	0	0	0	0	19073	20380	7150	7660	16395	16662	20473	0	24483	21667	0	0	7287	0	7295	8491.5	8342.91187382935	9.67950285404708	0.00425868479888209	1	0.00972314179985731
Na+_translocating_decarboxylases_and_related_biotin-dependent_enzymes	22427	23750	20404	20528	25950	28421	10544	44679	20300	39410	12555	23539	30157	11838	15963	57608	41587	50597	28165	21944	40295	0	44264	10519	40271	44442	11208	17183	18647	11151	22983	26278.2	14172.3050114627	9.62303248940572	0.0043567603594138	1	0.00991719024755453
CBSS-342610.3.peg.1794	25220	0	30085	22082	30842	0	19106	14770	21622	12883	21429	29989	42104	13293	21882	0	13821	18627	34312	22000	0	13688	0	20300	0	0	14250	15517	27578	13960	17072	16645.3333333333	11551.2239248021	9.48776057094773	0.00460179515932565	1	0.0104435950023019
SecY2-SecA2_Specialized_Transport_System	3888	2904	3038	2783	3293	5128	2029	0	1776	334	7252	6158	8279	2344	4891	18	0	58	4958	2803	0	405	107	10550	3	72	2701	1756	2940	2408	2554.5	2762.53333333333	2712.14599766378	9.22372966880011	0.00512422050381564	1	0.0115945049011709
CBSS-316273.3.peg.922	1446	1929	1782	1600	1477	1842	2594	0	1388	0	3076	3085	5352	1084	2559	0	0	0	1314	1613	0	0	0	3203	44	0	0	1783	1373	0	1380.5	1284.8	1329.45662740006	8.89365896683378	0.00586966962074716	1	0.0132416951563284
Creatine_and_Creatinine_Degradation	3900	9387	6003	6539	0	0	2961	0	4886	0	2707	7246	11758	0	0	0	0	0	0	5044	0	0	0	0	0	0	0	5042	3133	0	0	2286.86666666667	3304.28331979436	8.78678071103271	0.00613565383661277	1	0.0138006694603931
Menaquinone_and_Phylloquinone_Biosynthesis	17377	23759	0	23032	30740	0	5144	0	0	0	6213	9637	9523	3456	22928	0	0	0	0	0	0	0	0	0	0	0	19792	4316	14704	0	0	6354.03333333333	9365.15166393507	8.6582548996878	0.00647297213852572	1	0.0145163102988239
Propionate-CoA_to_Succinate_Module	22656	15584	16141	13625	8864	17937	37041	0	24377	0	28043	31317	56286	12848	25671	0	0	0	8163	10545	0	0	0	24597	0	0	9790	17710	21997	9602	11696.5	13759.8	13666.8405485434	8.64819604351245	0.00650020904839625	1	0.0145343907335822
CBSS-176299.4.peg.1292	68309	0	0	60038	0	72895	0	0	0	0	0	0	0	37065	54875	0	0	0	0	57665	0	0	0	49413	0	0	42016	48192	57419	41283	0	19639	27072.4887293355	8.61990905959381	0.0065774727069658	1	0.0146638950349414
Legionaminic_Acid_Biosynthesis	14188	10375	13441	12267	10488	4345	0	0	6268	0	0	5966	0	2890	3490	0	0	0	5301	14685	0	0	0	0	26129	0	9552	0	10640	9449	3190	5315.8	6530.68769362953	8.49125018809672	0.00694170528481103	1	0.0154305355011342
Conserved_cluster_around_acetyltransferase_YpeA_in_Enterobacteria	0	0	0	0	1995	0	0	994	0	1920	0	0	0	0	0	1328	2037	716	0	0	1739	670	1947	0	4044	2192	0	0	2863	0	0	748.166666666667	1097.12584018216	8.46238459503684	0.00702639810215591	1	0.015571383509305
Encapsulating_protein_for_DyP-type_peroxidase_and_ferritin-like_protein_oligomers	0	0	0	0	1995	0	0	994	0	1920	0	0	0	0	0	1338	1878	794	0	0	1749	661	1947	0	4036	2192	0	0	2863	0	0	745.566666666667	1090.76998059844	8.45497096160693	0.0070483307744166	1	0.015571383509305
At3g21300	0	0	38876	0	42510	49174	34757	0	0	0	17791	28749	51641	0	25731	0	0	0	53527	0	0	0	0	0	0	0	0	25027	43221	0	0	13700.1333333333	19604.0217755111	8.44878228760801	0.00706669647387986	1	0.015571383509305
r1t-like_streptococcal_phages	11720	0	10040	9140	11284	0	1342	2	0	4	0	0	13609	0	5	0	0	0	0	0	0	0	0	6851	0	0	2519	185	9712	2635	0	2634.93333333333	4481.10936028687	8.41990195378341	0.00715309298957766	1	0.0157160709742025
Unspecified_monosaccharide_transport_cluster	0	31635	29679	28132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26559	3585	0	3986.33333333333	10025.0252259837	8.40444122721913	0.00719981549427612	1	0.0157730061984431
Glutamate_transporter_involved_in_acid_tolerance_in_Streptococcus	1738	2197	2856	2574	1230	1135	2114	294	315	251	2858	3672	3767	2381	1095	132	413	302	5299	211	109	360	138	4326	0	0	2726	1805	1352	2676	1291	1610.86666666667	1461.78716157556	8.39523169937957	0.00722780435637989	1	0.0157886907842535
At4g17370	0	36	43	0	0	30	0	0	0	0	2	0	0	0	17	0	0	0	0	14	3	0	0	11	0	0	8	2	12	5	0	6.1	11.4239615086766	8.3726102625708	0.00729705689141616	1	0.0158941641485444
tRNA_aminoacylation,_His	0	20912	19358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24100	0	0	0	0	0	0	0	0	0	19496	0	0	2795.53333333333	7283.65606723348	8.29686742418524	0.00753423490748122	1	0.0163637537532114
Polyamine_Metabolism	0	0	0	0	116081	121432	0	0	0	0	0	0	0	0	0	0	0	0	112757	0	0	0	0	0	0	0	35626	0	94114	35264	0	17175.8	38709.6324254099	8.23292439116565	0.00774099321915559	1	0.0167647796003427
Lactose_utilization	0	0	1683	0	0	33	0	0	2	0	0	0	675	0	0	0	181785	198158	0	0	208944	0	0	0	151957	0	0	119	0	0	0	24778.5333333333	64499.3814772446	8.19493874526789	0.00786673436581176	1	0.0169885602543741
Dihydroxyacetone_kinases	1598	1245	0	0	1603	1467	0	0	1444	0	0	0	3314	0	1386	0	0	0	2206	0	0	0	0	0	0	0	2130	1764	1366	1996	0	717.3	960.306709266404	8.05053270485964	0.00836542091345622	1	0.0180141734443177
CBSS-83333.1.peg.946	0	0	0	0	10694	11520	1046	0	0	0	0	0	0	0	4210	0	0	0	12950	0	0	0	0	0	0	0	5380	0	10242	0	0	1868.06666666667	3994.58911557858	8.02531420432179	0.00845598546572896	1	0.0181493914201646
tRNA_aminoacylation,_Phe	0	54522	50912	0	0	0	17146	0	0	0	16927	24237	28795	0	15500	0	0	0	60841	0	0	0	0	0	0	0	0	14479	50252	0	0	11120.3666666667	19054.0778954828	8.01975273806065	0.00847610100625102	1	0.0181493914201646
Restriction-Modification_System	48490	49848	20567	24931	25488	27614	0	0	2556	0	0	0	0	0	60361	0	46890	0	28942	0	0	0	0	0	0	5493	18908	0	38901	18457	0	13914.8666666667	18948.2546257147	7.98432024013547	0.00860548754269463	1	0.0183745339644015
GroEL_GroES	27677	27921	23789	26483	23804	30206	37368	16499	26963	15177	35063	49300	56480	17213	29481	17231	15321	19688	28134	27806	11804	14733	14759	27885	11774	14233	22251	26103	24024	22353	23914	24717.4333333333	10229.8256387316	7.90299531350989	0.00891065872956409	1	0.0189726947107011
Spore_Core_Dehydration	489	0	471	0	0	488	0	0	0	0	0	0	0	0	0	0	0	0	750	0	0	0	0	0	0	0	0	0	0	0	0	73.2666666666667	194.809001656589	7.87385446040906	0.00902285972555928	1	0.0191577805937645
Glycerol_fermenation_to_1,3-propanediol	2204	0	523	936	9425	10516	690	3	1694	25	0	0	2618	0	676	0	283	8	2303	861	4	2	21	7522	1056	0	5118	0	6709	5037	599.5	1941.13333333333	3013.98333900771	7.73409494154037	0.00958278470703886	1	0.0202898067260767
Peptidoglycan_Crosslinking_of_Peptide_Stems	0	5553	0	0	5194	5142	0	0	0	0	0	0	0	0	0	0	762	0	4962	0	0	4	0	0	29	0	0	0	0	0	0	721.533333333333	1798.83337161911	7.63827860477787	0.00998847716157297	1	0.0210898765695608
