	mgm4472160.3	mgm4472167.3	mgm4472253.3	mgm4472255.3	mgm4472304.3	mgm4472305.3	mgm4472312.3	mgm4472337.3	mgm4472353.3	mgm4472361.3	mgm4472397.3	mgm4472419.3	mgm4472428.3	mgm4472444.3	mgm4472462.3	mgm4472464.3	mgm4472467.3	mgm4472473.3	mgm4472484.3	mgm4472495.3	mgm4472580.3	mgm4472586.3	mgm4472682.3	mgm4472751.3	mgm4472934.3	mgm4473326.3	mgm4473472.3	mgm4473666.3	mgm4478487.3	mgm4478571.3	median	mean	sd	chi-squared_stat	p	bonferroni_p	BH_p
Galactosylceramide_and_Sulfatide_metabolism	0	0	0	0	0	0	1893	0	0	0	2563	3147	3563	2514	1790	0	0	0	0	0	0	0	0	0	0	0	0	4825	0	0	0	676.5	1336.83039313145	17.2521246458924	0.000179369555783064	0.135962123283562	0.000505435402541124
Phosphonate_metabolism	0	0	0	0	0	0	0	5081	0	8445	0	0	0	0	0	7018	9209	0	0	0	8039	5404	0	0	0	5869	0	0	0	0	0	1635.5	3102.95010628095	17.2521246458924	0.000179369555783064	0.135962123283562	0.000505435402541124
Xanthine_Metabolism_in_Bacteria	14586	19715	20300	0	16445	20408	0	0	0	0	0	0	0	0	0	0	0	0	21380	0	0	0	0	0	0	0	0	0	12371	0	0	4173.5	7852.19074087191	17.2521246458924	0.000179369555783064	0.135962123283562	0.000505435402541124
Streptococcus_agalactiae_virulome	17697	15214	14117	13035	13086	7032	3432	0	3713	0	4042	5088	5369	6657	3036	0	0	0	11547	13908	0	0	0	5348	20491	0	8914	3188	14396	9616	5218	6630.86666666667	6242.85421423806	17.1839085714286	0.000185593031203081	0.140679517651935	0.000521035250562723
Lipid_A-Ara4N_pathway_(_Polymyxin_resistance_)	13789	12204	12441	14046	11085	13283	0	0	15967	0	0	0	0	0	0	0	27085	0	13782	13646	0	20684	0	0	0	0	0	0	11228	0	0	5974.66666666667	7961.44543423484	17.1072036301758	0.000192849239829634	0.146179723790862	0.000539408574874031
CBSS-83332.1.peg.3803	0	2978	0	0	0	0	8210	0	0	10913	0	11089	10278	0	5666	13203	11945	12474	0	0	9876	7972	9713	4687	13396	9660	2819	5140	0	2787	3832.5	5093.53333333333	5060.50976533565	17.0575671180803	0.000197695308387059	0.149853043757391	0.000550930307931583
Purine_nucleotide_synthesis_regulator	0	3294	3681	2180	3314	3229	725	0	1798	0	1274	0	3717	1169	2637	0	0	0	3066	2360	0	0	0	0	0	0	1129	0	1921	1105	915	1219.96666666667	1371.958843339	17.0044801980198	0.000203013089844265	0.153883922101953	0.000563677370336823
Late_competence	7295	11010	9482	5668	9868	9894	3754	0	5010	11	4100	8412	9963	5012	2580	0	0	7	7563	4742	0	2	3	0	0	0	0	5275	5672	0	3927	3844.1	3921.26117423358	16.9770971428571	0.000205811764509583	0.156005317498264	0.0005693624726214
Experimental_-_Histidine_Degradation	72681	62035	56549	52911	60865	68549	40477	0	54890	0	29687	42461	74471	24676	26781	52984	46146	56013	74956	64973	0	0	0	39332	0	0	26427	26064	60168	24112	41469	37940.2666666667	25994.5946714569	16.9439963955846	0.000209246369711894	0.158608748241615	0.000576759084514965
Peptidyl-prolyl_cis-trans_isomerase	9964	10384	9487	7549	10568	11663	3452	0	0	0	0	4757	15699	5547	7216	0	0	0	8839	6929	0	0	0	8955	0	0	0	6150	8804	0	4104.5	4532.1	4810.61084622245	16.8149752475247	0.000223189890093639	0.169177936690978	0.000612963538735429
Photorespiration_(oxidative_C2_cycle)	86287	79897	71521	66667	67372	88427	77429	0	0	0	54833	85545	142867	42198	56195	55579	0	0	75423	74123	0	0	0	78318	0	0	45070	57374	75476	44006	55887	47486.9	38563.9064575351	16.7952193995381	0.000225405467501594	0.170857344366208	0.000616813517567539
Single-Rhodanese-domain_proteins	3219	3769	2891	2668	2950	3354	3660	0	1689	9	0	4356	5551	2716	2906	0	240	23	3419	2526	0	0	2	3209	17	0	2547	2508	2632	2394	2536.5	1975.16666666667	1647.12127316289	16.7764349775785	0.00022753249632405	0.17246963221363	0.000620394360480683
Streptococcus_agalactiae_hemolysin_operon	1252	44	0	152	915	898	0	0	131	0	0	0	95	0	166	0	2	0	1310	462	0	0	0	36	0	0	0	79	878	0	0	214	399.30992198179	16.7683093053735	0.000228458804008567	0.173171773438494	0.000620687359994602
CBSS-316057.3.peg.563	0	7721	7199	5394	5318	7916	5542	0	0	0	4844	5324	13394	3833	7295	0	0	0	5617	5459	0	0	0	6982	0	0	1610	3613	6351	1573	3723	3499.5	3535.38843156858	16.7537182228558	0.000230131629302481	0.174439775011281	0.00062299919646886
Pyruvate:ferredoxin_oxidoreductase	27761	19515	19440	24406	24248	24483	12974	30883	29528	26339	15232	27511	16912	14135	12728	34037	28386	36989	31588	28407	21975	29436	25490	5035	20383	28562	14728	18762	21894	14454	24327	22874.0333333333	7405.43824628497	16.7096774193548	0.000235255427238079	0.178323613846464	0.000634603607994535
CBSS-316273.3.peg.922	1446	1929	1782	1600	1477	1842	2594	0	1388	0	3076	3085	5352	1084	2559	0	0	0	1314	1613	0	0	0	3203	44	0	0	1783	1373	0	1380.5	1284.8	1329.45662740006	16.5439064327485	0.000255585589444787	0.193733876799149	0.000686999563117548
COG1836	0	35569	33203	34249	32889	39901	11673	0	0	0	13316	17726	38192	0	13229	0	0	0	37893	34416	0	0	0	30171	0	0	15817	10198	32707	15353	12451	14883.4	15559.2142444099	16.5140643911886	0.000259427780759995	0.196646257816076	0.00069486310182359
D-Sorbitol(D-Glucitol)_and_L-Sorbose_Utilization	2502	2511	2588	1343	3905	3987	1116	0	395	0	3580	3314	4247	324	1528	0	1639	0	5343	3541	0	27	0	1770	68	0	849	0	1837	946	1229.5	1578.66666666667	1608.43139121005	16.5012695533893	0.000261092769083035	0.19790831896494	0.000696860278045565
SeqA_and_Co-occurring_Genes	16720	12955	12956	14013	12125	15373	17552	0	15968	0	0	0	28533	9358	16112	0	6633	0	16014	15248	0	0	0	11826	0	0	12723	0	13664	12600	11975.5	8679.1	7964.6737160695	16.4581373247802	0.000266784681192716	0.202222788344078	0.000709553643312556
Formate_hydrogenase	35252	59523	76482	43773	56942	52225	0	40	34626	203	0	0	48217	18082	38408	0	4381	3	47600	45395	9	62	0	37847	55	0	20639	0	28936	20516	19299	22307.2	23766.8364343375	16.4422617706691	0.000268910785621841	0.203834375501356	0.000712707606648096
ATP-dependent_RNA_helicases,_bacterial	0	44524	39072	36563	42462	47742	0	0	0	0	0	0	0	23664	0	0	0	0	46717	37001	0	0	0	0	0	0	21981	0	35377	22084	0	13239.5666666667	18572.8143034537	16.3160655737705	0.000286425300545722	0.217110377813657	0.000751246982054177
Pterin_metabolism_3	0	0	0	8280	0	0	7749	0	0	0	8624	12405	18294	5642	9101	0	0	0	0	9437	0	0	0	8038	0	0	7170	7615	0	0	0	3411.83333333333	4982.86353127038	16.3160655737705	0.000286425300545722	0.217110377813657	0.000751246982054177
Unknown_oligosaccharide_utilization_Sde_1396	4	6	2	0	0	0	0	4121	0	2519	0	0	0	0	0	1882	2193	4271	0	0	2993	2555	2872	0	0	0	0	0	0	0	0	780.6	1381.84084117702	16.3160655737705	0.000286425300545722	0.217110377813657	0.000751246982054177
Biogenesis_of_cytochrome_c_oxidases	0	0	0	0	0	0	4898	0	0	0	3514	2155	11506	0	2980	0	45	0	1676	0	0	0	0	5594	0	0	0	2001	0	121	0	1149.66666666667	2496.35276482247	16.3013902053712	0.00028853472864194	0.21870932431059	0.000754170083829622
Sulfate_reduction-associated_complexes	931	1446	1450	980	1753	1726	0	0	0	0	0	0	0	0	891	0	0	0	1517	997	0	33	0	0	39	10	438	512	762	462	21.5	464.9	613.881565012396	16.1387871287128	0.000312973021522937	0.237233550314386	0.000815235568090674
CBSS-196164.1.peg.461	16490	16192	15113	13881	10636	16062	22196	0	16487	0	0	0	37526	9808	0	0	0	0	13365	14276	8	0	0	15155	0	0	11595	12325	15527	0	10222	8554.73333333333	9357.30280153102	16.0591624304042	0.000325684572112732	0.246868905661451	0.000845441457744695
D-gluconate_and_ketogluconates_metabolism	18997	22663	16208	15459	18230	22660	12539	0	12806	0	14580	20616	27137	11410	12773	0	18556	0	14208	16405	0	0	0	21743	0	0	7003	11366	17190	6806	12789.5	11311.8333333333	8670.10203210587	15.9907657142857	0.000337015087985815	0.255457436693248	0.000871868384618593
Sucrose_utilization_Shewanella	3552	2306	2502	2215	10194	3279	2364	0	2264	0	0	1948	4338	1801	2009	0	0	0	0	2783	0	0	0	3758	0	0	0	1573	3279	0	1687	1672.16666666667	2162.26613378958	15.9575389948007	0.00034266080821908	0.259736892630062	0.0008834588184696
Ethylmalonyl-CoA_pathway_of_C2_assimilation	0	67	2	40	52	69	25	0	27	4	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	41	0	0	12	21.4781364374935	15.8780726698262	0.000356549907502686	0.270264829887036	0.000916151965718766
N-linked_Glycosylation_in_Bacteria	27995	25115	31490	28312	26407	29899	0	0	0	0	0	5966	8500	0	3490	0	0	0	29741	0	0	0	0	0	0	0	0	0	24195	23576	0	8822.86666666667	12607.3861704389	15.8439024390244	0.000362693940118223	0.274922006609613	0.000928790562870314
Siderophore_Anthrachelin	1026	1428	1425	982	1459	1409	1876	0	875	0	0	1381	4027	0	769	0	0	0	1314	1011	0	150	0	3170	0	154	3928	1964	866	3781	928.5	1099.83333333333	1232.99819848663	15.8274364896074	0.000365692315994243	0.277194775523636	0.000933315742503825
N-Acetyl-Galactosamine_and_Galactosamine_Utilization	28233	26709	0	22622	43570	29121	19217	0	20403	0	0	0	36305	17270	19644	0	0	0	27371	25972	0	0	0	0	0	0	34945	16711	23075	0	8355.5	13038.9333333333	14278.6827798098	15.7447522236341	0.000381127683449143	0.28889478405445	0.000969445584075336
WhiB_and_WhiB-type_regulatory_proteins_	366	449	161	359	0	229	1430	0	165	2	1666	2189	2253	148	911	4	0	195	258	0	0	4	0	1237	0	0	123	1109	430	109	163	459.9	665.436872313582	15.7218140589569	0.000385524031077467	0.29222721555672	0.000977348547012442
Carboxysome	99	51	9	22	0	91	19	0	85	0	112	89	156	0	55	0	0	0	0	23	0	0	0	24	0	0	67	105	0	81	14	36.2666666666667	45.6303992239092	15.6492326732673	0.000399771934730985	0.303027126526087	0.00100537327470616
D-Tagatose_and_Galactitol_Utilization	20165	17379	0	12770	19134	19945	0	0	0	0	0	0	0	8009	0	0	0	0	21186	14143	0	0	0	0	0	0	13191	0	16372	12887	0	5839.36666666667	8166.01750521038	15.645305514158	0.000400557689922506	0.303622728961259	0.00100537327470616
tRNA_processing	0	0	0	43912	0	0	28333	0	0	0	31433	43958	58623	17644	32921	0	0	0	0	36551	0	0	0	0	0	0	19819	23485	0	19420	0	11869.9666666667	17531.9292159572	15.645305514158	0.000400557689922506	0.303622728961259	0.00100537327470616
Capsular_heptose_biosynthesis	20534	21989	21617	18889	19139	23188	10441	0	19464	0	9797	12567	37037	12846	10391	18663	17108	0	22175	21070	15999	14955	0	11526	15420	0	7906	8742	17870	7778	15187.5	13903.7	8642.37081596767	15.6334301675978	0.000402943145634959	0.305430904391299	0.00100802278676996
Streptococcal_Mga_Regulon	0	2638	0	0	0	0	1365	0	0	0	2230	2130	2548	0	1485	0	0	0	0	0	0	0	0	4430	0	0	2506	0	0	2431	0	725.433333333333	1218.48817246487	15.5805076142132	0.000413747858504394	0.313620876746331	0.00103164762087609
Protein_degradation	24381	24611	24176	21422	23588	26865	0	0	0	0	0	0	22127	0	11986	0	0	0	25865	0	0	0	0	18860	0	0	15131	12390	22483	0	0	9129.5	11090.7154451914	15.4214732264202	0.000447991359211281	0.339577450282151	0.00111114225203434
Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization	0	0	0	58312	82581	90635	23900	0	48631	0	33397	54011	60263	21703	44126	0	0	0	79279	66076	0	0	0	48929	0	0	27912	26304	61099	27973	25102	28504.3666666667	30005.7081069394	15.4189300411523	0.000448561384066633	0.340009529122508	0.00111114225203434
COG4319	0	0	0	10868	0	0	7749	0	10066	0	8624	12405	21363	6427	13955	0	0	0	0	11966	0	0	0	16757	0	0	8617	10221	0	0	0	4633.93333333333	6320.9337368578	15.3973057288712	0.000453437613563506	0.343705711081138	0.00111956257681152
Lactose_and_Galactose_Uptake_and_Utilization	148254	107923	99490	88948	148201	119187	41889	0	76800	0	43623	83407	114135	62318	57277	0	249545	0	124421	97097	0	0	0	0	0	0	104183	56689	120292	102335	69559	68200.4666666667	61856.8097785653	15.3726789838337	0.000459055476250227	0.347964050997672	0.00112633366825607
Na+_translocating_decarboxylases_and_related_biotin-dependent_enzymes	22427	23750	20404	20528	25950	28421	10544	44679	20300	39410	12555	23539	30157	11838	15963	57608	41587	50597	28165	21944	40295	0	44264	10519	40271	44442	11208	17183	18647	11151	22983	26278.2	14172.3050114627	15.3703225806452	0.000459596654890368	0.348374264406899	0.00112633366825607
Cold_shock,_CspA_family_of_proteins	1766	1923	1958	1110	2086	2057	1937	2	1607	0	2097	1887	4067	1201	2124	30	1781	0	1675	1708	43	46	0	1327	22	0	1301	1656	1551	516	1579	1249.26666666667	986.109839770375	15.3657971014493	0.000460637779893642	0.349163437159381	0.00112633366825607
CBSS-630.2.peg.3360	6132	7391	7488	0	0	7475	0	0	5774	0	0	0	0	0	5739	0	0	0	6384	5690	0	0	0	5885	0	0	0	0	5218	0	0	2105.86666666667	3064.82459118179	15.3163981042654	0.000472156975653466	0.357894987545328	0.0011507877413033
Legionaminic_Acid_Biosynthesis	14188	10375	13441	12267	10488	4345	0	0	6268	0	0	5966	0	2890	3490	0	0	0	5301	14685	0	0	0	0	26129	0	9552	0	10640	9449	3190	5315.8	6530.68769362953	15.2616089108911	0.000485270322923445	0.367834904775972	0.00117895802812811
Lysine_Biosynthesis_DAP_Pathway	0	0	0	0	108764	0	63559	0	0	0	33758	51242	101918	0	57878	0	0	0	0	0	0	0	0	0	0	0	40298	43306	0	39994	0	18023.9	31472.4127981075	15.1958037225042	0.000501502552295541	0.38013893464002	0.00121450138862626
CBSS-290633.1.peg.1906	26094	24690	22314	23118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25227	24028	0	0	0	18191	0	0	0	0	22865	0	0	6217.56666666667	10554.5747841736	15.1270558002937	0.000519040885654504	0.393432991326114	0.00125297130995578
tRNA-dependent_amino_acid_transfers	1934	1643	1151	3104	1266	1268	771	0	0	0	1781	1114	1745	1783	1730	0	0	14	4120	0	3	0	0	1222	2	0	1257	445	2587	1254	1132.5	1006.46666666667	1066.03052726339	15.1051885714286	0.000524747016043454	0.397758238160938	0.00126272456559028
Alanine_biosynthesis	0	0	0	54206	0	0	33004	0	0	0	11899	49339	84410	29053	48864	0	0	0	0	57998	0	0	0	0	0	0	28033	27135	0	27299	0	15041.3333333333	23344.6460262724	15.0022056631893	0.000552474747447314	0.418775858565064	0.0013252400587502
Pterin_biosynthesis	8634	15865	7661	13215	13125	8181	7749	0	0	0	8624	12405	14728	4675	9101	0	4998	0	16266	0	4838	0	0	6406	0	0	7170	7615	7376	7094	7132	6190.86666666667	5340.14141446056	14.927297921478	0.000573559452467505	0.434758064970369	0.00137147654564785
Bacteriocin-like_peptides_Blp	318	1016	1077	112	987	1075	900	0	775	3	788	1424	1026	59	314	0	0	1186	38	764	0	0	0	1633	0	0	1940	705	729	2009	717	629.266666666667	623.03566806256	14.7688959419633	0.000620833287017324	0.470591631559132	0.00147298374509644
LOS_core_oligosaccharide_biosynthesis	80590	82595	80764	72133	85531	90101	0	0	0	0	27371	0	0	0	41651	0	13764	0	84317	0	0	0	0	41499	0	0	0	0	67244	0	0	25585.3333333333	35653.912772009	14.7656551332955	0.000621840103470792	0.47135479843086	0.00147298374509644
Streptolysin_S_Biosynthesis_and_Transport	1527	1474	1295	0	1690	1587	0	0	1158	0	0	0	0	1145	0	0	0	0	1291	0	470	0	0	0	0	0	792	0	1213	702	0	478.133333333333	638.661355051941	14.7656551332955	0.000621840103470792	0.47135479843086	0.00147298374509644
Streptococcus_pyogenes_Virulome	22469	19923	16340	14701	21643	22201	0	0	0	0	8939	11753	0	0	8540	0	0	0	22988	0	0	17	0	0	0	0	9223	6064	18267	9266	8.5	7077.8	8718.07434606108	14.5243202033037	0.000701590889961678	0.531805894590952	0.00165671618252633
Menaquinone_Biosynthesis_via_Futalosine_--_gjo	0	3298	5296	3363	1856	5321	6917	0	0	0	6292	6647	11985	2439	5258	0	0	0	988	3423	0	0	0	13266	0	0	0	3777	0	0	494	2670.86666666667	3618.83927603135	14.5066327827192	0.000707823073731214	0.53652988988826	0.00166624189406292
Chorismate:_Intermediate_for_synthesis_of_Tryptophan,_PAPA_antibiotics,_PABA,_3-hydroxyanthranilate_and_more.	0	0	0	0	0	0	42018	0	0	0	27574	36347	66164	0	40618	0	0	0	0	0	0	0	0	0	0	0	0	17825	0	0	0	7684.86666666667	17039.9676050634	14.2687927107062	0.000797206867327662	0.604282805434368	0.00184795964964638
DNA_repair,_bacterial_UvrD_and_related_helicases	0	0	0	0	0	0	7767	0	0	0	8675	10669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4908	6882	0	4879	0	1459.33333333333	3111.57400387797	14.2687927107062	0.000797206867327662	0.604282805434368	0.00184795964964638
Peptidoglycan_Biosynthesis	0	0	0	0	0	0	86746	0	0	0	68544	113173	193466	0	97085	0	0	0	0	0	0	0	0	0	0	0	0	91375	0	0	0	21679.6333333333	47754.7839607382	14.2687927107062	0.000797206867327662	0.604282805434368	0.00184795964964638
Ribonuclease_H	0	0	0	0	0	0	2314	0	0	0	1222	3813	0	0	1738	0	0	0	0	0	0	0	0	0	0	0	1968	0	0	1809	0	428.8	947.536093389514	14.2687927107062	0.000797206867327662	0.604282805434368	0.00184795964964638
Tryptophan_synthesis	0	0	0	0	0	0	39010	0	0	0	23305	31627	60845	0	37052	0	0	0	0	0	0	0	0	0	0	0	0	14350	0	0	0	6872.96666666667	15457.3131436075	14.2687927107062	0.000797206867327662	0.604282805434368	0.00184795964964638
Translation_initiation_factors_bacterial	0	72752	66808	64614	67572	0	55487	0	0	0	57598	82926	99823	34645	49720	0	0	0	78375	0	0	0	0	53189	0	0	41828	46516	67376	41528	38086.5	32691.9	33473.3404619155	14.1956435643564	0.000826904140346576	0.626793338382704	0.00191095529994727
Denitrification	0	0	0	0	0	0	43478	0	0	1196	30322	38212	80028	0	31295	0	0	0	23397	25044	0	0	0	0	0	0	16054	28563	0	15480	0	11102.3	18978.3917129546	14.0686736214605	0.000881102308803407	0.667875550072983	0.00203001686952274
COG0523	90585	100107	0	76277	117502	0	44854	0	0	0	40330	55492	113626	37032	50495	0	0	0	113137	61160	0	0	0	76575	0	0	0	32071	78234	51936	34551.5	37980.4333333333	41678.9875172241	13.9896287128713	0.000916622942284289	0.694800190251491	0.00209909423036704
UDP-N-acetylmuramate_from_Fructose-6-phosphate_Biosynthesis	0	123458	118260	113441	119633	135641	91730	0	0	0	57862	108311	158140	0	89539	0	0	0	137255	0	0	0	0	77210	0	0	68789	76943	102213	68375	63118.5	54893.3333333333	56171.7310657197	13.9896287128713	0.000916622942284289	0.694800190251491	0.00209909423036704
Type_I_Restriction-Modification	30995	47660	20567	21760	21100	23229	0	0	0	0	0	0	0	0	60361	0	0	0	24019	0	0	0	0	0	0	0	17896	0	25758	17519	0	10362.1333333333	15977.6420959767	13.7989865871833	0.00100829620978065	0.764288527013729	0.00230207387654738
L-rhamnose_utilization	17801	15351	15496	15968	14112	19007	27915	0	23202	0	30079	41417	51401	10168	28294	0	155116	0	14758	17387	0	0	0	29585	0	0	13704	19061	16293	13714	15423.5	19660.9666666667	28741.5011383975	13.6840228571429	0.0010679531263727	0.809508469790504	0.00243095636573725
Dipeptidases_(EC_3.4.13.-)	3803	0	0	3273	20790	4405	0	0	2682	0	0	0	0	0	0	0	0	0	25588	0	0	0	0	9423	0	0	0	0	2880	0	0	2428.13333333333	6042.82052055811	13.1681718061674	0.00138219024615763	1	0.00313682696583078
Streptococcal_Hyaluronic_Acid_Capsule	21333	20489	19384	20549	18414	20795	9837	18383	21287	20775	10901	14638	18935	9674	10128	0	19073	0	21866	20770	16395	16662	20473	10005	23465	21667	8249	8936	17934	7964	18398.5	15632.7	6465.22811369166	13.1358255451713	0.0014047263377282	1	0.00317845541491932
tRNA_modification_yeast_mitochondrial	133655	0	0	105136	126113	0	61893	0	106198	0	49421	0	142983	0	94025	0	0	0	146772	108790	0	0	0	83340	0	0	76073	53893	113409	74398	24710.5	49203.3	54595.6539000035	13.0562642947903	0.00146173360439256	1	0.00329760140514749
Oxidative_stress	50546	0	56496	47686	54457	63840	38002	0	0	0	22439	32879	79730	0	33688	0	0	0	50182	0	0	0	0	0	0	0	28355	27671	46692	27859	11219.5	22017.4	24971.3061810192	12.9737229987294	0.00152332246192015	1	0.00342634547814681
Coenzyme_F420_hydrogenase	46	37	0	75	11	19	135	0	100	0	138	0	66	0	28	0	0	0	0	91	0	0	0	0	0	0	122	183	30	174	5.5	41.8333333333333	57.9328287215303	12.8263278271919	0.00163982801164107	1	0.00367748412078087
Glycine_reductase,_sarcosine_reductase_and_betaine_reductase	0	0	0	0	0	0	266	0	0	0	1687	3066	0	0	1624	0	0	0	0	2870	0	0	0	0	0	0	1163	1432	0	1225	0	444.433333333333	874.338081984993	12.8019456681351	0.00165994163965249	1	0.0037073957987352
Folate_Biosynthesis	0	0	0	50239	0	0	24766	0	0	0	21788	33115	46827	18534	22837	0	0	0	0	34085	0	0	0	0	0	0	41991	19322	73369	45936	0	14426.9666666667	20606.1707622161	12.7983267158253	0.00166294798360154	1	0.0037073957987352
Phospholipid_and_Fatty_acid_biosynthesis_related_cluster	0	0	6624	0	0	0	4914	0	0	0	6306	0	14343	3517	0	0	0	0	0	7628	0	0	0	6735	0	0	618	3879	0	679	0	1841.43333333333	3442.0886770854	12.7361769352291	0.00171543520344565	1	0.00381319614138358
Uracil-DNA_glycosylase	15336	12807	11836	12630	11703	13882	0	9772	13222	10568	0	0	19440	8687	0	12696	10895	11930	12225	13077	10494	0	0	8999	12908	0	7504	7931	12562	7368	10731.5	8949.06666666667	5549.1134733604	12.7184501013742	0.00173070740281896	1	0.00383589535478588
Biotin_biosynthesis_Experimental	26007	23250	21753	0	21895	25846	21054	0	0	0	13614	0	41314	0	25617	0	0	0	25888	0	0	0	0	16654	0	0	16201	17231	23437	9311	4655.5	10969.0666666667	12265.0533854169	12.7025158831004	0.00174455121192254	1	0.00385530559369471
Translation_elongation_factor_G_family	56638	50558	47285	56645	57348	60895	53688	43462	64230	38968	56421	86467	93146	35319	49138	46499	38850	51070	61603	61828	36428	45904	41751	37615	34953	39760	47691	50472	46448	46683	48414.5	51258.7666666667	13449.315623361	12.5651612903226	0.00186857224485163	1	0.00411737721394633
CBSS-176280.1.peg.1561	21652	23620	24493	24975	22938	22068	7216	0	0	0	6727	9414	10448	0	5014	0	0	0	0	0	0	0	0	0	0	0	0	5192	19680	0	0	6781.23333333333	9502.21866173381	12.5522152758902	0.00188070675750104	1	0.0041321035425675
Transport_of_Manganese	0	0	0	26945	34772	35947	4944	0	23688	0	7098	9775	12085	0	8095	0	0	0	39457	20000	0	0	0	14113	0	0	16607	6168	0	16460	2472	9205.13333333333	12274.3779636853	12.4961626429479	0.00193416161271479	1	0.00423726734808615
tRNA_modification_Archaea	0	0	0	124314	161962	176188	99943	0	0	0	84770	140655	209714	76376	113490	0	0	0	168995	134889	0	0	0	0	0	0	84688	87585	143017	82554	38188	62971.3333333333	70045.4025901985	12.4725794155019	0.00195710349440987	1	0.00427517132208266
COG3146_experimental	0	0	0	10008	0	0	11080	0	0	0	8624	12405	24500	7044	9101	0	6871	0	0	11161	0	0	0	10405	0	0	9701	7615	12455	0	0	4699	6183.20642742404	12.460777385159	0.00196868653405681	1	0.00428811607130765
YeiH	2425	3153	2686	0	2061	3007	0	0	0	0	0	0	0	0	4244	0	0	0	3753	4923	0	0	0	0	0	0	2469	0	2162	2437	0	1110.66666666667	1579.61840292223	12.4505514157973	0.00197877817536538	1	0.00429774744105145
Glutaredoxin_3_containing_cluster	0	0	0	0	16228	0	1933	0	0	0	0	2225	5202	1653	2796	0	0	0	0	0	0	0	0	0	0	0	1069	0	0	1092	0	1073.26666666667	3092.95145210161	12.4442364170338	0.00198503604063448	1	0.00429902091085981
CBSS-393130.3.peg.794	0	0	0	21424	0	0	16910	0	0	0	18901	25135	33357	16252	17680	0	4523	5988	0	20856	0	0	0	0	0	4971	15260	15708	0	14799	0	7725.46666666667	9909.03926145504	12.3882830930538	0.00204135485589355	1	0.00440839595660202
Inorganic_Sulfur_Assimilation	0	0	44734	0	0	0	38061	0	0	0	19647	25573	64578	14682	22620	23045	0	0	0	0	0	0	0	36176	0	0	0	13582	0	0	0	10089.9333333333	16975.9872069513	12.3540916271722	0.00207655332791953	1	0.00447166881409944
Beta-Glucoside_Metabolism	16034	8255	10195	7408	12314	13424	11398	0	1985	0	10416	12067	11104	7203	6509	0	31296	0	14573	8714	0	0	0	0	0	0	10525	6285	11588	10500	7831.5	7393.1	7056.94773499725	12.3454272517321	0.00208556886113772	1	0.004478360330715
Predicted_carbohydrate_hydrolases	15949	12326	0	0	0	13881	9728	0	0	0	9083	0	17797	10157	5306	0	0	0	14382	0	0	0	0	13573	0	0	12542	11567	12024	12667	0	5699.4	6530.74839984431	12.2149672346003	0.00222614560481444	1	0.00476671855494166
One-carbon_metabolism_by_tetrahydropterines	0	0	0	48382	54520	62913	0	0	50291	0	23230	0	0	0	0	0	0	0	62557	0	0	0	0	0	0	0	0	0	52730	0	0	11820.7666666667	22622.8652148636	12.0131121003642	0.00246255450739047	1	0.00525807413127317
Omega_peptidases_(EC_3.4.19.-)	8221	0	4376	0	6775	6470	0	0	5241	0	0	0	0	0	0	0	2054	0	7715	0	0	0	0	0	0	0	3276	0	6155	3392	0	1789.16666666667	2814.93742299936	11.9600947867298	0.00252870644548196	1	0.00538415585863857
ABC_transporter_peptide_(TC_3.A.1.5.5)	7812	0	0	8159	17455	16674	0	0	6636	193	0	0	9643	3421	0	0	603	0	14706	6560	0	0	0	6577	0	0	3302	3609	6365	3141	398	3828.53333333333	5240.94655002604	11.9474257425743	0.00254477543323576	1	0.00540319265656221
YgfZ	0	0	0	362410	388399	0	310315	0	0	0	247251	388009	579957	200299	272414	0	0	0	416384	352958	0	0	0	0	0	0	217535	228746	396408	212510	0	152453.166666667	180372.73534107	11.8136041939712	0.00272087408100747	1	0.00576095685308286
Phosphorylcholine_incorporation_in_LPS	7274	6795	3267	2761	4134	4292	785	2372	3368	2460	1190	3178	2297	4404	1585	0	1948	2448	2889	3650	0	1759	2486	4697	2385	0	5986	1727	5612	6000	2623.5	3058.3	1942.46235751039	11.7704742818971	0.00278018685099936	1	0.00587014382467274
CBSS-342610.3.peg.1794	25220	0	30085	22082	30842	0	19106	14770	21622	12883	21429	29989	42104	13293	21882	0	13821	18627	34312	22000	0	13688	0	20300	0	0	14250	15517	27578	13960	17072	16645.3333333333	11551.2239248021	11.762018472629	0.00279196609909274	1	0.00587863973086749
Xylose_utilization	48	0	10	83	114	114	0	0	19	0	0	0	6	0	0	0	0	0	0	0	0	0	0	3833	0	0	0	0	43	0	0	142.333333333333	697.820663323263	11.4861205145565	0.00320494529538349	1	0.00652340570872685
Archaeal_membrane_bound_hydrogenases	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	84	8	0	0	0	14	0	0	0	0	10	0	0	0	0	0	4.16666666666667	15.5099152565179	11.4775725593668	0.003218672473699	1	0.00652340570872685
beta-glucuronide_utilization	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1944	0	0	0	1974	867	0	0	2360	0	0	0	0	0	0	238.3	651.08689763799	11.4775725593668	0.003218672473699	1	0.00652340570872685
